id,kind,stage,loss,learning_rate,seed,epochs,alpha,train_n,train_mae,train_mse,train_rmse,train_bias,validation_n,validation_mae,validation_mse,validation_rmse,validation_bias
US-natural/dlinear-post-mae-s42,dlinear,posttraining,mae,0.0001,42,5,,205,0.012319533286754527,0.00030031009058693235,0.017329457307917417,0.0012187432845704906,200,0.019050970581845336,0.0006195715880462252,0.024891194990321882,-0.010224723383775731
US-natural/dlinear-post-mse-s42,dlinear,posttraining,mse,0.0001,42,5,,205,0.012525817372220754,0.00028842285364643347,0.01698301662386378,0.0030102018069716957,200,0.018635725641807963,0.0005973101270991839,0.024439928950371028,-0.008066588170817872
US-natural/dlinear-post-mae-s43,dlinear,posttraining,mae,0.0001,43,5,,205,0.013258133762628025,0.0003454176960320169,0.018585416218960954,-0.0020997550899148967,200,0.022771378105390518,0.000879259705147096,0.029652313655886886,0.002100245863207798
US-natural/dlinear-post-mse-s43,dlinear,posttraining,mse,0.0001,43,5,,205,0.01232626883027833,0.000297225875489941,0.017240240006738333,0.00017434728245231036,200,0.022575879270347005,0.000843657300031372,0.02904577938412691,0.004665760681041698
US-natural/dlinear-post-mae-s44,dlinear,posttraining,mae,0.0001,44,5,,205,0.013533756945624201,0.00035041973180259284,0.018719501376975638,-0.004271058330906117,200,0.02035008225009505,0.0007038708489128883,0.026530564428841094,-0.004194334816179056
US-natural/dlinear-post-mse-s44,dlinear,posttraining,mse,0.0001,44,5,,205,0.013247637819855355,0.00032743268175610047,0.018095101042992286,-0.0018206537330509218,200,0.020282902203750276,0.0007180555504994067,0.02679655855701263,-0.0013949558846566867
ridge-0.1,ridge,tabular,,,,,0.1,205,1.7049269727870422e-05,4.570539571528207e-10,2.137882029375851e-05,-2.58093004962403e-19,200,0.024590273109496047,0.0010039490980839868,0.0316851558002164,-0.003621627398527152
ridge-1,ridge,tabular,,,,,1.0,205,0.00016676976346241776,4.373160778504096e-08,0.00020912103620879694,-1.2671943440367164e-18,200,0.024399523640111928,0.0009906709403396249,0.03147492558116103,-0.0036051203459623493
ridge-10,ridge,tabular,,,,,10.0,205,0.001383902803813041,3.02434255199105e-06,0.0017390636998083336,-6.134997658942366e-19,200,0.023022858765113233,0.000894316716904995,0.029905128605391334,-0.0034817569894503974
boosting,boosting,tabular,,,,,,205,0.009923636220309087,0.00016934825589525038,0.013013387564168309,-1.7854932979276567e-12,200,0.015338912246112052,0.0004131671467207357,0.020326513393121203,-0.0014793147499397741
